"","Temperature Change","Total Grains, Cereals and Root Production Quantity in 1000MT","Total Grains, Cereals and Root Food Supply in 1000MT","Total Grains, Cereals and Root Area Harvested in 1000Ha","Population in Millions","GDP in US dollars per person"
"1235",0.671,1520.398885,1664.247885,4440.896,7.131,309.1738139
"1236",0.595,2462.722566,2599.881599,5055.184,7.337,321.224571
"1237",-0.378,1896.927922,1971.676275,5240.128,7.555,314.8690602
"1238",0.528,1490.91069,1727.665614,6902.502,7.788,301.5258147
"1239",0.956,2530.857516,2710.357516,6612.375,8.036,299.5381814
"1240",-0.221,2283.299791,2465.233791,7566.34,8.3,271.1123152
"1241",0.457,1840.514333,2027.414333,6963.764,8.579,266.0972064
"1242",0.294,2464.604329,2655.947634,6969.585,8.872,267.6133891
"1243",0.569,2129.431239,2413.308477,7206.015,9.179,265.4029375
"1244",1.217,2269.590775,2531.761388,7182.768,9.5,265.2028671
"1245",0.798,1758.503136,2088.787419,6429.082,9.836,263.1975801
"1246",0.827,3042.394898,3351.317116,7658.296,10.186,280.642462
"1247",0.749,2887.089685,3146.030881,7489.565,10.548,269.4696108
"1248",0.896,2196.011621,2560.153143,7356.024,10.922,256.5740751
"1249",0.381,3190.716716,3470.779858,7892.41,11.308,265.4215715
"1250",0.747,3373.635194,3628.911814,7874.348,11.706,264.0869975
"1251",0.995,3629.675334,3891.775436,8084.378,12.118,268.6290411
"1252",0.807,2783.953873,3223.147266,7873.42,12.547,259.7036715
"1253",1.379,3715.888239,4138.523316,8411.608,12.994,262.0543755
"1254",1.387,4131.109468,4443.546233,8982.858,13.46,267.6547072
"1255",1.09,3462.626898,3823.819371,9082.597,13.946,266.455738
"1256",0.488,5096.213617,5415.54773,9855.876,14.45,281.8179146
"1257",1.522,3557.506882,3986.773851,9097.572,14.972,270.0538992
"1258",1.787,5656.506157,6041.973125,10640.124,15.512,282.46751
"1259",1.197,3670.697411,4157.76438,9988.662,16.069,278.9789756
"1260",0.823,5384.78317,5853.030138,10164.05,16.644,298.5041359
"1261",0.393,12126.84275,13954.44275,8945.5,75.543,754.9592578
"1262",0.2,12179.21774,14394.93774,7094.1,77.604,638.4311276
"1263",0.38,12851.72565,15010.41565,7495.9,79.624,620.7742625
"1264",0.261,12574.07002,14049.34002,7863,81.636,573.4179045
"1265",0.834,14633.91455,16162.93455,10458,83.692,532.380692
"1266",0.416,16113.37941,18070.15941,11531,85.829,569.5051276
"1267",0.577,19119.6426,20488.4926,14805.6,88.057,569.0483893
"1268",0.854,20417.83553,21012.46053,15375.5,90.364,550.6369189
"1269",0.537,22745.32351,23248.44991,15116.3,92.731,589.700487
"1270",-0.371,24377.11719,24892.60514,17098.778,95.133,616.1994547
"1271",0.637,25789.2541,26600.44856,18486.83,97.552,650.1709996
"1272",0.676,29224.18507,30341.29848,21410.4,99.986,664.5104278
"1273",-0.074,31937.12961,33374.12539,21583.4,102.445,667.4865806
"1274",0.547,33474.85619,34823.27461,22467.1,104.932,665.9997331
"1275",0.478,34775.4195,36095.5195,23258.9,107.453,651.0248078
"1276",0.452,37145.74763,38740.38747,24201.6,110.015,651.7605135
"1277",0.805,36292.95313,38404.09922,23436.6,112.618,664.0739536
"1278",0.731,36982.52457,39202.88146,23955.53,115.269,666.3189659
"1279",1.09,38217.8782,40552.90878,24880.47,117.983,663.2264058
"1280",0.798,37548.69307,40136.8518,25692.2,120.784,654.9748321
"1281",0.595,36188.91357,39761.96862,25811,123.689,674.1298422
"1282",0.315,35653.56125,40064.00887,23941,126.705,678.4838947
"1283",0.818,34123.06879,38093.48005,24984,129.832,672.3987076
"1284",0.871,36175.6661,40255.93352,25452,133.067,723.6253354
"1285",0.807,39503.65842,44888.04298,25924,136.399,780.7789036
"1286",1.249,40694.27838,46174.84089,26965,139.823,802.7887014
"1287",1.328,45246.50877,50527.14727,27991,143.339,831.7351711
"1288",0.942,41469.75962,46636.24979,28547,146.951,867.8523158
"1289",0.726,44796.51963,50357.83299,27819,150.666,899.528385
"1290",1.419,40433.42465,46630.28871,21627.51,154.488,938.1080913
"1291",1.538,45034.65233,51656.51639,24363.23,158.423,986.5253048
"1292",0.975,48639.95767,55661.82173,25068.621,162.471,1027.275201
"1293",0.662,46526.13975,53148.00381,25006.05,166.629,1067.061809
"1294",0.399,15671.68057,16285.47894,10640.381,80.493,393.9047206
"1295",0.228,16641.76202,16948.35377,10960.739,83.28,410.8786663
"1296",-0.48,16514.9179,16877.71805,11099.883,86.187,422.9752857
"1297",-0.489,17610.79949,18007.96039,11468.115,89.2,436.390435
"1298",-0.274,16060.39191,16352.51667,11417.034,92.3,443.0954507
"1299",0.155,16438.16517,17422.32031,11119.787,95.47,460.9061606
"1300",-0.367,19327.2608,21238.43836,11461.123,98.711,470.2980208
"1301",0.07,17025.04987,17404.0024,11397.697,102.012,484.4429779
"1302",0.626,17849.25084,18453.26473,11380.073,105.332,504.94943
"1303",-0.393,19634.15015,21806.76975,11893.204,108.621,513.945758
"1304",0.302,19599.1726,20520.60596,11963.581,111.845,521.3851468
"1305",-0.339,19783.35406,21844.68992,11800.277,114.97,532.8863238
"1306",-0.462,20843.70303,23265.34119,11855.596,118.01,559.1647439
"1307",0.35,22192.79787,23616.96603,12291.264,121.03,554.7956453
"1308",0.089,20972.75731,23248.19064,12248.209,124.122,561.1936343
"1309",-0.176,23416.24771,25919.65318,12363.206,127.347,574.1262451
"1310",-0.226,23617.13622,26142.11511,12503.956,130.737,586.3431796
"1311",-0.454,23448.68223,27562.40705,12473.983,134.256,576.766411
"1312",0.364,26115.47234,29361.1504,12879.526,137.808,576.2300349
"1313",0.74,25723.31678,27550.78493,12651.039,141.261,582.7198408
"1314",0.588,28619.45112,28974.70417,12786.713,144.522,593.8355677
"1315",0.688,25614.99997,25932.98763,12252.331,147.558,593.147897
"1316",0.902,25455.04408,25680.48835,12148.676,150.407,600.6758885
"1317",0.439,27106.17053,27354.07792,12623.085,153.14,618.5471373
"1318",0.893,28374.1563,29821.81067,12608.537,155.86,652.5352039
"1319",0.116,31321.73274,32262.31707,12951.144,158.645,690.2335561
"1320",0.867,30805.87898,30982.71962,13079.423,161.513,719.8593359
"1321",0.567,33750.17533,35293.1011,13214.397,164.446,741.189176
"1322",0.256,32767.01391,35808.89781,13568.732,167.442,740.3122479
"1323",0.934,35492.5146,35765.15121,13845.55,170.494,747.6478309
"1324",1.187,33229.03046,33564.56707,13497.439,173.593,746.0986149
"1325",0.734,37145.8834,37464.72002,13491.446,176.745,753.2081935
"1326",0.108,35280.32289,35599.25951,13264.502,179.951,769.4983115
"1327",0.401,1846.97888,3463.372112,951.202,17.287,2743.57289
"1328",0.076,2362.703085,3889.689873,1103.099,17.72,2868.722541
"1329",0.21,2384.340416,3955.121468,1137.94,18.152,2783.647027
"1330",1.373,2134.831655,3777.527609,1059.264,18.585,2397.975091
"1331",0.233,2666.266172,3901.457377,1148.069,19.021,2464.845074
"1332",0.115,2390.981056,3624.481849,1082.494,19.46,2476.699129
"1333",0.128,2568.32166,4375.188721,1128.895,19.904,2663.59634
"1334",0.865,2935.236903,4725.920483,1250.148,20.35,2813.637311
"1335",0.455,3037.888304,4628.894861,1300.28,20.798,2513.516449
"1336",0.09,2926.511812,4238.889621,1270.309,21.244,2172.839844
"1337",0.331,2153.49614,3809.283171,942.171,21.686,2019.076763
"1338",0.48,2223.271179,4470.848552,1051.257,22.122,2022.152287
"1339",0.901,1917.790455,3982.717547,849.471,22.553,1975.003237
"1340",0.553,2575.471462,5135.190117,1056.661,22.98,2030.665086
"1341",0.507,2940.864201,5356.174164,1135.227,23.405,2249.427956
"1342",0.775,2923.477018,5259.868463,1184.907,23.827,2399.809843
"1343",0.107,3189.529718,5392.308978,1237.619,24.249,2417.427296
"1344",0.891,3446.232759,5801.839863,1318.853,24.667,2539.584077
"1345",1.295,3799.625871,6519.382534,1463.063,25.079,2481.428849
"1346",0.387,4342.15626,6490.682893,1519.788,25.479,2464.799791
"1347",0.433,4621.686081,7012.481868,1597.77,25.862,2499.946831
"1348",0.541,4573.193658,7091.566651,1546.146,26.228,2470.358479
"1349",0.835,4847.818806,6974.425852,1568.758,26.579,2560.113905
"1350",0.821,4856.585003,7372.331879,1541.833,26.916,2629.998609
"1351",0.799,4456.521493,7290.003161,1442.135,27.242,2727.847551
"1352",0.893,5023.901306,8176.812994,1579.248,27.559,2880.549854
"1353",0.871,5082.26929,8006.654429,1577.28,27.866,3069.327022
"1354",0.616,5192.058592,8580.461724,1588.726,28.166,3305.940175
"1355",0.715,5684.14752,8828.150671,1670.4715,28.463,3590.805243
"1356",0.981,6006.75374,9260.459374,1738.8295,28.765,3585.878254
"1357",1.227,5949.221967,9703.627601,1708.78,29.077,3859.260142
"1358",0.914,5818.093901,9712.899534,1642.2868,29.4,4080.375229
"1359",0.998,6442.314557,10256.42019,1728.235,29.734,4289.931701
"1360",0.124,9184.394647,10237.4935,7197.34,47.064,1116.390463
"1361",0.221,9430.713869,10624.95127,7238.577,48.399,1122.759727
"1362",0.134,9617.15035,10907.20679,6830.541,49.767,1131.416539
"1363",0.615,8850.724558,10197.9211,6791.022,51.167,1121.088808
"1364",0.207,9377.315512,10530.94086,6851.893,52.596,1010.75529
"1365",0.408,10568.19765,12098.08624,7313.925,54.053,911.649101
"1366",0.322,11058.72611,12153.26834,7376.798,55.537,917.6057317
"1367",0.492,10796.02088,11707.96607,7343.435,57.047,931.8338342
"1368",0.796,11262.45504,12586.63732,7544.651,58.572,968.8565229
"1369",0.314,11650.48355,13291.26682,7581.013,60.102,1002.782699
"1370",0.398,12140.2229,13990.99915,7531.008,61.629,1007.636056
"1371",0.361,11467.73319,13246.07155,7409.237,63.147,977.7259244
"1372",0.404,11662.8833,13925.70376,7111.166,64.659,958.0862156
"1373",0.345,12108.01401,14439.4463,6833.3,66.174,955.9634533
"1374",0.429,11780.3857,14388.45234,7059.569,67.703,975.3708524
"1375",0.444,12305.64815,15735.00725,6855.513,69.255,998.1247874
"1376",0.339,12483.58064,15845.04468,7094.232,70.831,1032.967202
"1377",0.444,11688.67723,16333.63268,6977.862,72.427,1062.587533
"1378",1.235,11299.26514,14606.29033,5904.349,74.041,1033.429879
"1379",0.434,13197.73064,17435.68424,7030.083,75.67,1042.34643
"1380",0.546,13437.793,17741.29953,6917.957,77.31,1065.239552
"1381",0.666,13780.09775,18464.3802,6916.644,78.964,1073.108996
"1382",0.563,13500.98638,17897.74281,6805.04,80.63,1089.252172
"1383",0.653,14575.16756,18780.00477,6780.982,82.294,1120.272369
"1384",0.543,15582.96741,20157.81739,7012.805,83.937,1171.907012
"1385",0.646,15845.25094,20669.75813,6870.494,85.546,1204.801772
"1386",0.686,16970.49921,21913.25868,7087.194,87.116,1245.117693
"1387",0.752,18395.81215,23118.88703,7284.496,88.653,1304.48774
"1388",0.457,18893.20295,24120.12583,7485.577,90.173,1335.757714
"1389",0.6,18008.67537,22741.39761,7583.3,91.703,1328.55453
"1390",0.92,18159.07059,21775.22883,7217.492,93.261,1406.064798
"1391",0.48,18951.39761,23829.32685,7442.247,94.852,1432.78421
"1392",0.772,20136.68314,24500.03638,7637.194,96.471,1504.737958
"1393",0.967,666.850902,1122.722214,1244.724,5.414,732.2473578
"1394",0.793,1182.208622,1670.448174,1346.578,5.559,749.3006757
"1395",0.368,758.3574841,1253.049134,1153.026,5.715,786.0112905
"1396",1.276,497.5328013,1057.95924,921.223,5.879,723.3866406
"1397",0.642,674.9898985,1343.72326,1167.669,6.052,729.029999
"1398",0.509,1215.442913,1775.184011,1533.403,6.232,731.2193874
"1399",0.449,871.1861476,1411.626329,1187.019,6.42,731.9054274
"1400",0.991,1032.329561,1487.914423,1268.424,6.616,753.5062452
"1401",0.861,841.6283788,1358.33007,1234.817,6.818,726.850024
"1402",0.561,1036.036492,1601.50834,1276.424,7.027,733.2848477
"1403",1.189,925.8356931,1567.594455,1250.067,7.242,706.7078696
"1404",0.808,914.7466959,1533.904261,1156.628,7.462,703.401901
"1405",0.876,812.6731421,1472.931847,1109.785,7.687,691.2981484
"1406",1.089,1033.782917,1635.211896,1307.126,7.915,680.1178083
"1407",0.603,916.8506928,1634.235533,1297.209,8.143,660.9602884
"1408",0.961,1050.015278,1866.578121,1231.032,8.369,677.6045461
"1409",1.201,981.2270981,1636.163728,1301.814,8.592,673.2981254
"1410",1.286,760.1957113,1611.675351,1144.198,8.813,676.9206987
"1411",1.485,731.3286916,1629.130121,1087.156,9.035,699.2362312
"1412",0.509,938.8205438,1761.890567,1433.82,9.265,725.1575494
"1413",0.893,1040.574974,2052.254851,1200.559,9.506,729.3826445
"1414",1.12,949.8712737,2091.785657,1186.381,9.759,743.0197542
"1415",1.443,802.6452896,2037.915399,1232.757,10.023,728.1862164
"1416",1.119,1452.83099,2585.847023,1370.816,10.298,756.1073251
"1417",1.111,1160.657028,2336.846837,1144.655,10.581,779.0865366
"1418",1.336,1466.109017,2741.091014,1222.642,10.872,800.8659919
"1419",1.332,1027.916086,2432.171371,1147.11,11.17,798.687946
"1420",1.181,828.269649,2158.239257,1134.108,11.475,815.85391
"1421",1.255,1931.948734,3219.111546,1603.367,11.787,823.5071467
"1422",0.701,1824.897005,3006.034808,1686.026,12.107,821.168633
"1423",1.461,1669.918625,2874.356428,1507.218,12.434,833.6845929
"1424",1.187,1042.5283,2650.066102,1162.143,12.768,828.6547139
"1425",0.832,1562.23807,2864.775873,1296.379,13.108,835.0312461
"1426",0.353,418.4138918,502.8500115,478.5,3.162,428.4441206
"1427",0.209,414.0723826,492.0929355,471.5,3.231,431.3761014
"1428",0.248,432.8788276,561.0580791,474.6,3.301,442.4184045
"1429",0.509,400.8609766,460.3866516,455,3.374,423.7443247
"1430",0.323,431.3794046,484.552652,400.392,3.453,430.996817
"1431",0.225,385.8050971,505.0544733,421.365,3.541,397.9629878
"1432",-0.12,444.1889946,568.0537096,420.005,3.64,391.9244921
"1433",0.692,403.751872,553.3676279,437.681,3.747,408.2644258
"1434",0.586,425.0393614,544.33382,482,3.85,369.2102114
"1435",0.152,444.1204221,591.8049648,489.9,3.932,364.1495338
"1436",0.457,430.9053571,610.9890273,494,3.982,371.6229138
"1437",0.572,347.9471985,492.1905541,482.122,3.995,379.1256105
"1438",0.173,352.1804264,500.9230179,460.48,3.98,308.1999973
"1439",0.469,391.6936895,606.6153504,485.05,3.947,315.0485702
"1440",0.38,417.9230937,578.3318448,460.3,3.915,311.438326
"1441",0.391,330.3093441,573.7725524,393.9,3.898,287.77362
"1442",0.516,391.1614428,659.4303715,418.773,3.898,292.8206553
"1443",0.631,416.3472246,594.0540935,467.797,3.914,274.4846765
"1444",0.867,347.761173,488.9937504,408.095,3.954,276.5579215
"1445",0.546,266.4477689,432.0058208,304.943,4.028,266.1038569
"1446",0.914,322.6568388,567.0564952,401.2,4.304,246.6422766
"1447",1.085,388.6084585,628.5742975,533.776,4.506,297.4704843
"1448",0.922,427.8727516,641.1048671,561.85,4.73,309.9711794
"1449",1.21,503.7595219,696.2703568,681.955,4.952,315.0757816
"1450",1.255,505.8744312,693.0850936,813.9,5.153,315.9039562
"1451",1.204,523.7624172,713.0466647,943.1,5.327,322.8678037
"1452",0.934,542.3562959,789.674738,596.706,5.478,339.21908
"1453",1.363,605.4565741,828.9215465,653.217,5.612,348.7504351
"1454",1.041,799.9113437,980.891886,687.415,5.739,352.116195
"1455",1.519,886.2372764,1035.217819,753.766,5.868,363.1137138
"1456",1.136,921.5446257,1054.825168,822.926,5.997,376.726656
"1457",0.686,986.9238492,1101.404392,839.6,6.126,424.9382054
"1458",0.489,1757.542782,2647.323414,937.66,15.083,531.3864061
"1459",0.281,1844.410527,2514.363914,967.403,15.318,553.0560245
"1460",0.285,1826.478548,2446.403245,877.349,15.544,567.5867696
"1461",0.791,2110.043283,2888.335238,901.416,15.765,586.5705859
"1462",0.121,2061.692184,2775.109744,1016.357,15.986,607.958137
"1463",0.228,2150.530831,3064.33005,987.437,16.21,629.5312231
"1464",0.344,2056.330829,3000.524491,952.041,16.439,647.7992533
"1465",0.831,1721.590771,2259.967149,792.851,16.67,649.8461411
"1466",0.841,1982.657687,2930.89165,935.111,16.899,656.890964
"1467",0.336,1665.79722,2811.548473,794.493,17.123,663.2039156
"1468",0.706,2000.149519,2891.506876,932.656,17.337,696.938758
"1469",0.659,1888.790608,2810.546862,887.945,17.543,720.4376276
"1470",0.358,1812.390668,2834.159673,853.835,17.741,743.742593
"1471",0.359,1986.749287,2920.901351,912.246,17.926,786.8556409
"1472",0.424,2049.724003,2952.985935,987.823,18.09,823.3866211
"1473",0.736,2132.018774,3467.099026,982.204,18.229,862.0490699
"1474",0.557,1612.912741,2918.352202,745.487,18.341,889.3427626
"1475",0.719,1698.783047,2869.198398,766.126,18.428,941.8412692
"1476",1.335,1998.246228,3358.505332,844.208,18.51,981.7242847
"1477",0.511,2109.958068,3287.622327,946.51,18.61,1018.441933
"1478",0.625,2118.295234,3238.914759,908.99,18.745,1071.773627
"1479",0.87,1999.994979,3179.220397,835.96,18.922,1045.340086
"1480",1.016,2119.786869,3278.598657,889.48,19.134,1074.742928
"1481",0.954,2262.909654,3648.776099,986.5,19.37,1124.713263
"1482",0.879,1964.863115,3206.894956,783.77,19.611,1171.380368
"1483",0.925,2395.909727,3608.307101,985.88,19.843,1229.944617
"1484",0.664,2458.676481,3575.974318,984.173,20.062,1309.804523
"1485",0.641,2321.737681,3487.985855,890.963,20.272,1384.33902
"1486",0.553,2893.734066,4137.409429,1146.403,20.474,1452.237615
"1487",0.703,2770.445742,3924.563867,1033.35,20.669,1489.445143
"1488",1.107,3242.341983,4280.132109,1157.82,20.86,1594.107485
"1489",0.779,2996.742817,4420.502943,1181.415,21.045,1710.401657
"1490",0.943,2988.032044,4193.548169,1091.02,21.224,1804.687213
"1491",-0.311,305.2346966,1309.511512,286.46,5.519,454.9006404
"1492",-0.202,312.6131783,1132.470543,287.672,5.608,374.2615525
"1493",0.374,273.2161859,791.9547766,256.591,5.692,290.197095
"1494",0.236,264.2699162,713.2685158,268.6,5.775,250.5590361
"1495",-0.478,548.6185366,867.8705691,382.924,5.86,205.6882313
"1496",1.269,568.9428421,954.4718135,438.472,5.945,206.1940617
"1497",0.736,522.2657872,935.3657872,413.808,6.028,214.1327725
"1498",1.055,516.1836147,1123.224442,404.393,6.104,219.2909026
"1499",0.893,581.3639159,1123.686325,441.261,6.173,234.8374273
"1500",1.369,533.4959003,1176.019969,364.927,6.233,256.2996768
"1501",1.108,720.6898767,1275.735237,386.495,6.286,281.5856827
"1502",0.522,902.2839074,1264.100493,438.354,6.337,310.0446327
"1503",1.164,976.8365725,1329.990832,428.887,6.391,339.0897167
"1504",0.628,975.5513262,1330.731076,445.455,6.453,358.3324933
"1505",1.373,1021.419756,1928.367893,442.52,6.525,379.1849731
"1506",1.102,1069.391592,2067.105905,401.853,6.604,404.6209124
"1507",0.789,976.8367169,2017.920752,453.47,6.691,431.3085975
"1508",0.671,1236.068241,2143.843004,478.602,6.783,440.4000668
"1509",1.19,1348.905338,2318.2101,475.2833,6.879,462.4805699
"1510",1.321,1206.89112,2382.365883,447.474,6.977,489.7273505
"1511",-0.149,1301.505814,2396.980577,481.69,7.079,518.8712818
"1512",0.399,608.5433903,649.682597,567.4,2.667,544.3108283
"1513",0.186,606.4478392,667.8168286,507.83,2.751,510.1967233
"1514",0.173,601.1990968,672.2103855,538.4,2.846,475.4990627
"1515",0.694,548.1555533,629.4336302,548.8,2.949,434.0468536
"1516",0.568,716.3665617,803.2221575,610.3,3.055,442.2636686
"1517",0.389,667.9321181,741.7051028,541.958,3.161,451.1791947
"1518",0.242,651.7864216,712.9703405,567.059,3.267,443.466116
"1519",0.989,615.6911182,687.2763741,606.261,3.373,431.7210347
"1520",0.645,777.9703615,914.5184029,704.115,3.476,446.7551524
"1521",0.114,846.4613684,961.858911,716.94,3.574,452.1460088
"1522",0.628,836.5542555,958.0843958,777.913,3.666,439.7251571
"1523",0.299,768.3361492,884.3157419,722.835,3.748,427.0941096
"1524",0.086,778.3998056,863.3294665,689.465,3.823,402.0475881
"1525",0.492,956.0391794,1023.391192,845.017,3.898,334.7872871
"1526",0.463,773.4398159,844.2877601,942.157,3.983,376.7314785
"1527",0.518,844.6400308,957.6232458,865.716,4.085,396.1444009
"1528",0.633,1069.69712,1202.98274,1022.66,4.209,418.4466291
"1529",0.587,1120.992695,1262.921204,931.173,4.349,463.2012541
"1530",1.137,1038.983399,1167.777058,928.376,4.5,437.3626909
"1531",0.687,1214.798858,1350.395125,914.106,4.651,433.6650732
"1532",0.636,1139.752407,1251.26588,898.952,4.794,417.43297
"1533",0.791,1150.475433,1358.113966,887.14,4.926,399.6383353
"1534",0.844,1221.114885,1426.217533,917.276,5.051,386.1541882
"1535",1.119,1294.363384,1446.195605,912.594,5.17,395.9571735
"1536",0.851,1220.858811,1381.126613,922.48,5.288,395.3248758
"1537",1.085,1249.848762,1421.155965,918.328,5.408,391.1157711
"1538",1.095,1314.64688,1463.017756,992.125,5.53,397.9871356
"1539",0.989,1330.948952,1485.226648,980.266,5.653,398.2449578
"1540",0.818,1399.493165,1557.592011,1026.952,5.777,398.3693799
"1541",0.994,1581.928853,1784.352634,1084.027,5.902,403.6201135
"1542",1.383,1576.992955,1824.116737,1117.745,6.028,410.9738087
"1543",1,1625.802462,1892.426243,1104.836,6.155,421.8012283
"1544",0.709,1796.380265,2043.004047,1143.83,6.283,436.4414554
"1545",-0.065,1226.175354,2046.216214,1317.9,6.457,1781.601991
"1546",0.204,1295.597134,2249.550052,1307.8,6.628,1831.341613
"1547",0.923,1311.263377,2339.815517,1192.82,6.801,1775.944961
"1548",0.351,987.9069706,2127.243773,1640.9,6.975,1812.715854
"1549",0.01,1085.85213,2168.233127,1480.9,7.151,1869.746781
"1550",0.527,2134.489462,2871.695999,1948,7.33,1927.122105
"1551",0.568,824.0102192,2139.956755,1046,7.511,1853.469091
"1552",0.738,1965.251272,3136.49049,1677.4,7.692,1931.140326
"1553",1.449,493.8704453,2622.19803,497,7.872,1888.344777
"1554",0.614,698.825153,2376.201899,1035.9,8.047,1879.544899
"1555",1.556,1691.901906,2915.253099,1461.689,8.215,1987.472185
"1556",0.096,2609.273329,3526.215244,1678.406,8.376,2025.379942
"1557",0.15,2251.595587,3198.224715,1485.9,8.528,2144.558125
"1558",0.809,1966.866249,3210.783955,1618.85,8.673,2154.88124
"1559",1.495,711.9431349,2917.544381,783.3,8.809,2189.046122
"1560",0.817,678.7213156,2420.091029,599.282,8.936,2208.682529
"1561",0.787,2936.545881,4302.322942,2028.427,9.053,2335.932152
"1562",1.421,1127.331111,3077.903865,1182.429,9.163,2433.460725
"1563",1.169,1739.853214,3374.01676,1283.636,9.265,2521.799726
"1564",1.92,1897.032933,3667.100972,1511.875,9.362,2646.775047
"1565",1.199,1157.625904,3493.065794,1154.706,9.456,2743.884235
"1566",2.177,1435.788641,4201.536866,834.234,9.546,2851.43594
"1567",1.441,590.3326905,3449.182773,463.632,9.634,2876.362464
"1568",1.884,2980.228522,4565.304961,1320.133,9.722,3008.583271
"1569",1.11,2438.696198,4485.730602,1679.101,9.814,3162.363804
"1570",1.24,2206.433539,4544.784257,1512.429,9.912,3256.957292
"1571",1.464,1732.645405,4570.624288,1342.573,10.018,3394.897047
"1572",1.589,2100.259414,5857.013377,1280.407,10.13,3570.373307
"1573",1.579,1300.681077,4357.698612,858.505,10.247,3692.542626
"1574",1.073,2626.307359,5187.050821,1386.19,10.365,3761.834272
"1575",1.974,1171.567045,4328.310507,676.77,10.481,3831.80561
"1576",1.258,2401.832718,4938.57618,1392.549,10.594,3715.115302
"1577",1.831,2690.223771,5576.967233,1400.5,10.705,3808.950681
"1578",-0.015,720.8267218,1500.767847,334.29,3.882,1680.073163
"1579",-0.112,987.1799843,1820.025704,436.3,3.992,1658.28524
"1580",0.341,1105.354718,1734.53271,442,4.096,1336.583401
"1581",1.444,1225.364939,1503.475044,652,4.188,1213.101448
"1582",0.014,535.2777442,979.0843836,664.989,4.268,1270.117128
"1583",1.43,657.0176713,865.4256662,644.202,4.336,1107.675702
"1584",1.025,1199.957706,1278.492202,601,4.395,1170.395101
"1585",1.379,1298.777064,1360.418461,695,4.449,1346.960604
"1586",1.371,1558.242369,1588.855065,840,4.501,1404.214259
"1587",1.591,2034.295996,2088.310105,808,4.552,1448.795127
"1588",1.832,2371.240734,2428.278312,867.5,4.6,1437.364401
"1589",0.085,2689.942267,2722.403589,990,4.648,1469.02047
"1590",1.676,2792.404628,2828.404628,978,4.697,1526.386057
"1591",1.336,2790.43801,2823.71992,1073.351,4.748,1706.898845
"1592",1.718,1931.780084,1989.317884,1091,4.802,1872.796363
"1593",1.157,2110.793995,2383.322351,1011.3,4.859,2055.476138
"1594",0.762,1186.146496,1627.277069,1045,4.918,2329.347226
"1595",1.104,1290.687248,1385.917345,1025.226,4.98,2440.668508
"1596",1.927,1512.293311,1581.723408,862.475,5.042,2632.436702
"1597",1.137,1511.913305,1608.043401,813.82,5.105,2982.142898
"1598",0.827,1421.758356,1512.788453,865,5.17,3271.505934
"1599",0.462,2775.094243,2843.211243,1566,13.448,197.6376952
"1600",0.73,3245.590467,3268.646467,1724,13.866,202.6909276
"1601",0.372,2604.270375,2634.909375,1711,14.315,195.6566693
"1602",0.244,2763.101391,2780.258391,1480.28,14.801,182.9754271
"1603",0.342,2765.91223,2778.41223,1683.675,15.328,177.373676
"1604",0.69,2973.084375,2993.884375,1623.62,15.891,177.8679299
"1605",0.55,3226.549728,3248.549728,1777,16.482,185.6672762
"1606",-0.012,3536.78947,3558.08947,1911.718,17.088,190.4760148
"1607",0.326,3428.310623,3452.710623,1911.835,17.7,195.7953649
"1608",0.191,3393.34903,3419.14903,1948.503,18.315,199.7302467
"1609",0.293,3470.179976,3504.479976,1980,18.936,199.7837451
"1610",0.208,3728.683931,3807.483931,2089,19.562,209.4927607
"1611",0.338,3455.923871,3493.256287,2132,20.193,215.9423866
"1612",0.513,3631.314001,3665.759967,2168,20.831,233.4500742
"1613",0.39,2958.406376,3054.606376,2222,21.474,247.0045307
"1614",0.687,3129.927273,3343.938393,2261,22.123,251.9860928
"1615",0.429,4015.495323,4187.214369,2326,22.789,256.6212468
"1616",0.151,4710.76632,4857.080014,2311,23.483,269.0945747
"1617",0.486,4693.928639,4847.333443,2396,24.213,269.1814178
"1618",0.266,5059.648731,5201.575311,2442,24.984,274.3973989
"1619",0.766,5180.599415,5455.939512,2510,25.794,288.990377
"1620",0.873,5367.961577,5728.593592,2575,26.642,297.9036327
"1621",0.729,5185.857666,5589.016554,2641,27.522,308.008923
"1622",1.414,5390.471489,5881.422529,2668,28.431,317.0424709
"1623",1.078,5285.74376,5806.884533,2732,29.37,340.0052264
"1624",0.491,5398.552389,5849.123926,2782,30.34,356.8231524
"1625",0.676,5957.096199,6336.324302,2616,31.339,375.5328882
"1626",1.224,6105.189211,6636.859673,2693,32.368,389.9588492
"1627",1.287,6236.260503,6489.030965,2791,33.425,399.7616948
"1628",0.849,6236.66613,6658.236592,2770.738,34.509,412.8387572
"1629",1.066,6356.082521,6810.052983,2826.148,35.621,413.5913369
"1630",0.117,2157.858265,5809.715334,1268.24,21.5,461.1881252
"1631",-0.215,2066.307999,5484.645001,1346.6,21.991,440.5205386
"1632",-0.036,2430.125963,5076.511677,1623.4,22.467,408.7656488
"1633",1.382,3198.780965,4851.628681,1711.2,22.919,397.0977875
"1634",-0.454,3527.287994,4826.510188,1797.5,23.347,396.4450517
"1635",1.539,3800.245539,4830.864368,1975.194,23.752,409.9488194
"1636",0.501,4185.782838,4817.848184,1807.369,24.127,420.9309009
"1637",1.313,4334.159522,5101.159319,1758.6,24.469,432.894652
"1638",1.387,4026.0697,4776.222912,1658.9,24.776,443.7768086
